x,y,z,atividade
-0.72,0.01,0.24,Celular
-0.71,0.00,0.24,Celular
-0.70,0.01,0.24,Celular
-0.72,0.01,0.24,Celular
-0.71,0.01,0.25,Celular
-0.70,0.02,0.24,Celular
-0.72,0.01,0.22,Celular
-0.70,0.02,0.26,Celular
-0.71,-0.01,0.24,Celular
-0.71,0.00,0.23,Celular
-0.72,-0.00,0.28,Celular
-0.71,-0.01,0.22,Celular
-0.70,0.01,0.25,Celular
-0.69,-0.51,0.22,Celular
-0.70,0.04,0.27,Celular
-0.71,0.00,0.22,Celular
-0.73,0.01,0.21,Celular
-0.71,-0.02,0.24,Celular
-0.73,-0.05,0.24,Celular
-0.75,0.02,0.29,Celular
-0.73,-0.06,0.21,Celular
-0.71,-0.08,0.28,Celular
-0.71,-0.03,0.26,Celular
-0.70,0.00,0.26,Celular
-0.72,-0.01,0.21,Celular
-0.71,-0.04,0.25,Celular
-0.70,0.02,0.20,Celular
-0.71,-0.01,0.23,Celular
-0.71,0.01,0.24,Celular
-0.72,-0.00,0.24,Celular
-0.71,0.03,0.25,Celular
-0.71,-0.00,0.24,Celular
-0.71,0.01,0.25,Celular
-0.71,0.01,0.25,Celular
-0.71,0.01,0.24,Celular
-0.71,0.01,0.23,Celular
-0.71,0.01,0.23,Celular
-0.71,0.01,0.24,Celular
-0.71,0.02,0.24,Celular
-0.72,0.00,0.24,Celular
-0.71,0.04,0.26,Celular
-0.71,0.01,0.26,Celular
-0.71,0.01,0.23,Celular
-0.71,0.01,0.24,Celular
-0.72,0.01,0.23,Celular
-0.71,0.00,0.23,Celular
-0.71,-0.01,0.24,Celular
-0.72,0.02,0.24,Celular
-0.71,0.01,0.24,Celular
-0.72,0.03,0.24,Celular
-0.72,0.02,0.23,Celular
-0.71,0.01,0.24,Celular
-0.71,0.02,0.23,Celular
-0.71,0.02,0.24,Celular
-0.72,0.00,0.23,Celular
-0.71,0.02,0.23,Celular
-0.73,0.01,0.22,Celular
-0.72,0.01,0.24,Celular
-0.72,0.01,0.22,Celular
-0.72,0.03,0.23,Celular
-0.71,0.03,0.24,Celular
-0.72,0.02,0.24,Celular
-0.71,0.03,0.23,Celular
-0.72,0.03,0.23,Celular
-0.72,0.03,0.23,Celular
-0.72,0.02,0.23,Celular
-0.72,0.04,0.23,Celular
-0.71,0.04,0.22,Celular
-0.72,0.03,0.23,Celular
-0.71,0.03,0.23,Celular
-0.72,0.03,0.24,Celular
-0.71,0.04,0.24,Celular
-0.72,0.03,0.24,Celular
-0.72,0.04,0.24,Celular
-0.72,0.04,0.23,Celular
-0.72,0.03,0.23,Celular
-0.72,0.02,0.22,Celular
-0.72,0.01,0.25,Celular
-0.72,0.03,0.24,Celular
-0.72,0.03,0.24,Celular
-0.72,0.02,0.23,Celular
-0.72,0.03,0.24,Celular
-0.71,0.01,0.22,Celular
-0.72,0.02,0.23,Celular
-0.73,0.03,0.23,Celular
-0.71,0.03,0.23,Celular
-0.72,0.05,0.23,Celular
-0.70,-0.05,0.25,Celular
-0.71,-0.02,0.24,Celular
-0.71,-0.01,0.22,Celular
-0.70,0.01,0.25,Celular
-0.70,0.05,0.24,Celular
-0.71,0.06,0.24,Celular
-0.72,0.06,0.22,Celular
-0.71,0.07,0.23,Celular
-0.72,0.07,0.23,Celular
-0.72,0.07,0.23,Celular
-0.73,0.03,0.20,Celular
-0.71,0.03,0.26,Celular
-0.71,0.05,0.24,Celular
-0.72,0.03,0.25,Celular
-0.70,0.05,0.22,Celular
-0.70,0.07,0.23,Celular
-0.71,0.03,0.25,Celular
-0.71,0.03,0.25,Celular
-0.71,0.04,0.22,Celular
-0.72,-0.02,0.23,Celular
-0.71,0.01,0.23,Celular
-0.72,-0.00,0.24,Celular
-0.73,0.03,0.24,Celular
-0.72,0.03,0.21,Celular
-0.70,0.01,0.21,Celular
-0.71,0.07,0.25,Celular
-0.72,0.00,0.26,Celular
-0.71,0.04,0.25,Celular
-0.72,0.04,0.23,Celular
-0.72,0.03,0.32,Celular
-0.72,0.03,0.23,Celular
-0.73,0.04,0.23,Celular
-0.72,0.05,0.20,Celular
-0.72,0.02,0.22,Celular
-0.72,0.04,0.21,Celular
-0.73,0.03,0.22,Celular
-0.73,0.03,0.22,Celular
-0.73,0.11,0.28,Celular
-0.71,0.04,0.20,Celular
-0.72,0.04,0.24,Celular
-0.71,0.07,0.22,Celular
-0.72,0.03,0.21,Celular
-0.73,0.02,0.22,Celular
-0.73,0.01,0.21,Celular
-0.70,0.06,0.25,Celular
-0.73,0.00,0.23,Celular
-0.72,-0.01,0.22,Celular
-0.72,0.01,0.22,Celular
-0.74,-0.00,0.19,Celular
-0.73,0.04,0.25,Celular
-0.71,0.08,0.28,Celular
-0.72,0.04,0.22,Celular
-0.73,0.05,0.23,Celular
-0.70,0.08,0.23,Celular
-0.70,0.09,0.24,Celular
-0.70,0.13,0.23,Celular
-0.71,0.09,0.22,Celular
-0.71,0.08,0.23,Celular
-0.72,0.12,0.24,Celular
-0.71,0.09,0.24,Celular
-0.72,0.08,0.21,Celular
-0.72,0.06,0.24,Celular
-0.72,0.06,0.23,Celular
-0.71,0.11,0.23,Celular
-0.70,0.11,0.19,Celular
-0.71,0.08,0.23,Celular
-0.72,0.12,0.23,Celular
-0.70,0.17,0.17,Celular
-0.72,0.11,0.24,Celular
-0.71,0.07,0.25,Celular
-0.72,0.09,0.26,Celular
-0.71,0.06,0.25,Celular
-0.71,0.10,0.21,Celular
-0.71,0.08,0.22,Celular
-0.71,0.08,0.23,Celular
-0.71,0.08,0.24,Celular
-0.72,0.09,0.22,Celular
-0.71,0.07,0.24,Celular
-0.72,0.09,0.20,Celular
-0.71,0.11,0.22,Celular
-0.71,0.09,0.24,Celular
-0.71,0.08,0.23,Celular
-0.72,0.09,0.22,Celular
-0.72,0.10,0.23,Celular
-0.71,0.10,0.22,Celular
-0.71,0.10,0.21,Celular
-0.71,0.09,0.23,Celular
-0.72,0.06,0.23,Celular
-0.72,0.09,0.25,Celular
-0.72,0.08,0.23,Celular
-0.72,0.08,0.25,Celular
-0.70,0.12,0.27,Celular
-0.70,0.03,0.24,Celular
-0.72,0.06,0.23,Celular
-0.74,0.01,0.22,Celular
-0.72,-0.02,0.27,Celular
-0.72,-0.03,0.24,Celular
-0.74,-0.02,0.23,Celular
-0.74,0.05,0.21,Celular
-0.76,-0.06,0.17,Celular
-0.75,0.00,0.17,Celular
-0.74,0.02,0.21,Celular
-0.73,0.01,0.20,Celular
-0.77,-0.01,0.24,Celular
-0.82,-0.44,-0.23,Celular
-0.57,-0.72,-0.10,Celular
-0.68,-0.71,0.13,Celular
-0.95,-0.54,-0.34,Celular
-0.71,-0.04,-0.24,Celular
-0.76,-0.06,0.23,Celular
-0.72,-0.06,0.28,Celular
-0.74,-0.06,0.15,Celular
-0.72,-0.02,0.23,Celular
-0.73,-0.08,0.26,Celular
-0.73,-0.08,0.21,Celular
-0.73,-0.03,0.23,Celular
-0.72,-0.07,0.22,Celular
-0.72,0.00,0.25,Celular
-0.74,-0.04,0.20,Celular
-0.74,-0.03,0.26,Celular
-0.74,-0.03,0.21,Celular
-0.70,-0.01,0.26,Celular
-0.73,-0.05,0.24,Celular
-0.74,-0.00,0.15,Celular
-0.73,-0.04,0.27,Celular
-0.73,-0.02,0.21,Celular
-0.74,-0.01,0.22,Celular
-0.72,-0.06,0.19,Celular
-0.73,-0.01,0.23,Celular
-0.72,-0.02,0.24,Celular
-0.73,0.00,0.23,Celular
-0.72,0.00,0.23,Celular
-0.72,0.00,0.24,Celular
-0.73,-0.01,0.22,Celular
-0.72,-0.01,0.23,Celular
-0.72,0.00,0.22,Celular
-0.72,-0.00,0.22,Celular
-0.72,-0.00,0.24,Celular
-0.73,-0.00,0.22,Celular
-0.72,-0.02,0.22,Celular
-0.72,-0.02,0.23,Celular
-0.73,-0.05,0.23,Celular
-0.74,-0.03,0.22,Celular
-0.72,-0.03,0.22,Celular
-0.73,-0.03,0.24,Celular
-0.73,-0.02,0.22,Celular
-0.74,-0.03,0.22,Celular
-0.72,-0.12,0.22,Celular
-0.73,-0.05,0.24,Celular
-0.73,-0.05,0.12,Celular
-0.70,0.04,0.23,Celular
-0.72,0.07,0.21,Celular
-0.72,0.07,0.20,Celular
-0.73,-0.02,0.25,Celular
-0.73,-0.01,0.24,Celular
-0.73,-0.00,0.21,Celular
-0.71,0.02,0.25,Celular
-0.73,-0.01,0.21,Celular
-0.72,-0.03,0.24,Celular
-0.72,-0.03,0.28,Celular
-0.74,0.01,0.22,Celular
-0.73,-0.01,0.22,Celular
-0.72,-0.01,0.21,Celular
-0.72,-0.03,0.22,Celular
-0.73,-0.01,0.22,Celular
-0.72,0.01,0.23,Celular
-0.73,0.02,0.23,Celular
-0.72,0.02,0.22,Celular
-0.73,0.02,0.23,Celular
-0.72,0.01,0.22,Celular
-0.73,0.01,0.22,Celular
-0.72,-0.03,0.23,Celular
-0.72,-0.01,0.24,Celular
-0.73,-0.00,0.22,Celular
-0.74,-0.03,0.24,Celular
-0.72,0.03,0.32,Celular
-0.73,-0.02,0.24,Celular
-0.75,-0.04,0.20,Celular
-0.73,-0.01,0.19,Celular
-0.73,0.00,0.22,Celular
-0.74,0.02,0.17,Celular
-0.75,-0.01,0.19,Celular
-0.74,0.00,0.22,Celular
-0.74,-0.01,0.21,Celular
-0.74,-0.09,0.17,Celular
-0.74,-0.01,0.20,Celular
-0.72,0.01,0.23,Celular
-0.73,0.01,0.18,Celular
-0.74,-0.01,0.22,Celular
-0.73,-0.02,0.22,Celular
-0.72,0.00,0.22,Celular
-0.71,-0.06,0.22,Celular
-0.73,-0.03,0.21,Celular
-0.74,-0.03,0.21,Celular
-0.73,-0.02,0.26,Celular
-0.73,-0.01,0.22,Celular
-0.73,-0.02,0.24,Celular
-0.73,-0.01,0.20,Celular
-0.75,0.06,0.30,Celular
-0.73,0.03,0.22,Celular
-0.72,0.03,0.23,Celular
-0.72,0.03,0.22,Celular
-0.73,0.01,0.22,Celular
-0.73,0.03,0.22,Celular
-0.73,0.03,0.21,Celular
-0.73,0.02,0.22,Celular
-0.73,0.03,0.22,Celular
-0.74,0.03,0.23,Celular
-0.73,0.01,0.21,Celular
-0.73,0.02,0.23,Celular
-0.73,0.02,0.21,Celular
-0.73,0.02,0.22,Celular
-0.73,0.01,0.22,Celular
-0.73,0.01,0.21,Celular
-0.73,0.01,0.23,Celular
-0.73,0.00,0.22,Celular
-0.73,0.02,0.22,Celular
-0.73,0.03,0.22,Celular
-0.73,0.02,0.21,Celular
-0.74,0.02,0.22,Celular
-0.73,0.01,0.22,Celular
-0.74,0.02,0.23,Celular
-0.72,0.00,0.23,Celular
-0.74,0.01,0.22,Celular
-0.73,0.01,0.21,Celular
-0.72,0.01,0.22,Celular
-0.73,0.02,0.22,Celular
-0.73,0.02,0.22,Celular
-0.73,0.01,0.22,Celular
-0.73,0.02,0.23,Celular
-0.73,0.00,0.22,Celular
-0.73,0.01,0.22,Celular
-0.74,-0.03,0.22,Celular
-0.74,-0.04,0.20,Celular
-0.73,0.01,0.20,Celular
-0.73,-0.07,0.27,Celular
-0.74,-0.04,0.22,Celular
-0.73,0.02,0.22,Celular
-0.73,-0.03,0.21,Celular
-0.73,-0.02,0.21,Celular
-0.74,-0.03,0.20,Celular
-0.74,-0.03,0.20,Celular
-0.75,-0.14,0.06,Celular
-0.72,-0.01,0.22,Celular
-0.72,0.01,0.17,Celular
-0.73,0.07,0.22,Celular
-0.73,-0.01,0.23,Celular
-0.72,0.04,0.21,Celular
-0.71,0.03,0.21,Celular
-0.74,0.05,0.27,Celular
-0.72,0.03,0.22,Celular
-0.73,-0.06,0.25,Celular
-0.72,0.00,0.22,Celular
-0.73,-0.03,0.21,Celular
-0.73,0.00,0.21,Celular
-0.73,-0.02,0.22,Celular
-0.75,-0.12,0.16,Celular
-0.75,-0.13,0.21,Celular
-0.70,-0.41,0.18,Celular
-0.71,-0.34,0.20,Celular
-0.69,-0.30,0.18,Celular
-0.69,-0.30,0.17,Celular
-0.70,-0.25,0.20,Celular
-0.70,-0.30,0.19,Celular
-0.70,-0.30,0.22,Celular
-0.70,-0.30,0.22,Celular
-0.67,-0.27,0.23,Celular
-0.63,-0.34,0.21,Celular
-0.62,-0.41,0.22,Celular
-0.66,-0.40,0.19,Celular
-0.74,-0.30,0.12,Celular
-0.73,-0.18,0.07,Celular
-0.77,-0.20,0.14,Celular
-0.74,-0.03,0.15,Celular
-0.78,-0.13,0.16,Celular
-0.76,-0.11,0.16,Celular
-0.76,-0.05,0.18,Celular
-0.72,-0.05,0.19,Celular
-0.76,0.01,0.18,Celular
-0.72,-0.05,0.25,Celular
-0.75,-0.06,0.19,Celular
-0.75,-0.05,0.20,Celular
-0.76,-0.06,0.21,Celular
-0.73,-0.07,0.20,Celular
-0.73,-0.08,0.21,Celular
-0.73,-0.04,0.19,Celular
-0.75,-0.04,0.20,Celular
-0.75,-0.04,0.19,Celular
-0.74,-0.08,0.20,Celular
-0.74,-0.03,0.21,Celular
-0.73,-0.03,0.21,Celular
-0.74,-0.04,0.21,Celular
-0.73,-0.03,0.21,Celular
-0.74,-0.00,0.21,Celular
-0.72,-0.05,0.21,Celular
-0.74,-0.00,0.23,Celular
-0.73,0.02,0.22,Celular
-0.74,0.01,0.21,Celular
-0.73,0.01,0.22,Celular
-0.74,-0.00,0.22,Celular
-0.73,0.01,0.22,Celular
-0.74,0.04,0.22,Celular
-0.73,0.07,0.22,Celular
-0.73,0.05,0.21,Celular
-0.73,0.04,0.23,Celular
-0.73,0.03,0.22,Celular
-0.73,0.04,0.19,Celular
-0.73,0.03,0.21,Celular
-0.72,0.05,0.23,Celular
-0.73,0.01,0.22,Celular
-0.72,0.01,0.21,Celular
-0.73,0.01,0.21,Celular
-0.73,0.07,0.23,Celular
-0.73,0.10,0.21,Celular
-0.73,0.01,0.19,Celular
-0.73,0.11,0.21,Celular
-0.73,0.07,0.20,Celular
-0.73,0.08,0.21,Celular
-0.72,0.11,0.22,Celular
-0.73,0.07,0.22,Celular
-0.74,0.11,0.26,Celular
-0.73,0.04,0.23,Celular
-0.73,-0.01,0.20,Celular
-0.72,0.09,0.23,Celular
-0.73,0.07,0.23,Celular
-0.72,0.06,0.23,Celular
-0.72,0.07,0.23,Celular
-0.73,0.02,0.21,Celular
-0.72,0.03,0.23,Celular
-0.72,0.03,0.21,Celular
-0.73,0.03,0.22,Celular
-0.73,0.05,0.21,Celular
-0.73,0.10,0.22,Celular
-0.72,0.05,0.20,Celular
-0.72,0.07,0.22,Celular
-0.73,0.10,0.21,Celular
-0.74,0.05,0.20,Celular
-0.73,0.06,0.22,Celular
-0.72,0.08,0.24,Celular
-0.72,0.06,0.21,Celular
-0.73,0.06,0.18,Celular
-0.72,0.09,0.24,Celular
-0.73,0.07,0.20,Celular
-0.73,0.10,0.22,Celular
-0.74,0.02,0.21,Celular
-0.76,-0.22,0.15,Celular
-0.71,-0.45,-0.02,Celular
-0.71,-0.39,0.24,Celular
-0.70,-0.27,0.26,Celular
-0.68,-0.13,0.24,Celular
-0.67,-0.60,0.11,Celular
-0.66,-0.61,0.10,Celular
-0.65,-0.60,0.06,Celular
-0.62,-0.23,0.40,Celular
-0.59,-0.21,0.32,Celular
-0.58,-0.26,0.27,Celular
-0.58,-0.24,0.38,Celular
-0.59,-0.08,0.34,Celular
-0.55,-0.08,0.35,Celular
-0.55,-0.20,0.33,Celular
-0.57,-0.15,0.32,Celular
-0.61,-0.14,0.40,Celular
-0.61,-0.15,0.36,Celular
-0.63,-0.29,0.34,Celular
-0.63,-0.12,0.34,Celular
-0.59,-0.17,0.35,Celular
-0.66,-0.35,0.09,Celular
-0.67,-0.43,0.06,Celular
-0.61,0.09,0.43,Celular
-0.63,-0.56,0.22,Celular
-0.71,-0.19,0.13,Celular
-0.70,-0.34,0.16,Celular
-0.61,-0.22,0.30,Celular
-0.67,-0.11,0.32,Celular
-0.73,0.01,0.31,Celular
-0.73,0.03,0.14,Celular
-0.78,-0.22,0.15,Celular
-0.71,-0.11,0.24,Celular
-0.71,-0.02,0.23,Celular
-0.74,-0.00,0.18,Celular
-0.68,-0.07,0.25,Celular
-0.67,-0.04,0.28,Celular
-0.66,-0.06,0.31,Celular
-0.67,-0.00,0.28,Celular
-0.66,-0.02,0.26,Celular
-0.67,0.00,0.29,Celular
-0.67,-0.01,0.29,Celular
-0.67,-0.03,0.29,Celular
-0.66,-0.02,0.32,Celular
-0.66,-0.04,0.31,Celular
-0.67,-0.03,0.28,Celular
-0.67,-0.01,0.30,Celular
-0.67,0.02,0.27,Celular
-0.67,0.04,0.29,Celular
-0.67,0.07,0.30,Celular
-0.66,0.05,0.29,Celular
-0.66,0.05,0.31,Celular
-0.68,-0.03,0.28,Celular
-0.70,-0.08,0.25,Celular
-0.69,-0.09,0.25,Celular
-0.69,-0.07,0.27,Celular
-0.68,-0.06,0.26,Celular
-0.68,-0.05,0.27,Celular
-0.69,-0.04,0.26,Celular
-0.69,-0.04,0.26,Celular
-0.68,-0.02,0.25,Celular
-0.70,0.02,0.21,Celular
-0.69,0.01,0.22,Celular
-0.67,-0.01,0.28,Celular
-0.68,-0.01,0.27,Celular
-0.69,-0.01,0.27,Celular
-0.69,-0.03,0.27,Celular
-0.69,-0.02,0.28,Celular
-0.69,-0.02,0.26,Celular
-0.68,0.01,0.27,Celular
-0.69,-0.02,0.28,Celular
-0.68,0.02,0.26,Celular
-0.70,-0.00,0.25,Celular
-0.69,-0.00,0.28,Celular
-0.69,-0.00,0.27,Celular
-0.69,0.02,0.28,Celular
-0.70,-0.00,0.26,Celular
-0.69,-0.01,0.27,Celular
-0.69,0.00,0.27,Celular
-0.69,-0.03,0.26,Celular
-0.70,-0.02,0.26,Celular
-0.70,-0.02,0.26,Celular
-0.69,-0.00,0.27,Celular
-0.69,0.02,0.28,Celular
-0.69,0.02,0.27,Celular
-0.69,0.03,0.25,Celular
-0.05,-0.18,0.57,Digitando
-0.03,-0.12,0.62,Digitando
-0.03,-0.09,0.59,Digitando
0.01,0.06,0.64,Digitando
-0.01,-0.05,0.60,Digitando
-0.05,-0.07,0.56,Digitando
-0.07,0.03,0.72,Digitando
-0.02,0.00,0.59,Digitando
-0.06,0.03,0.51,Digitando
-0.07,-0.10,0.49,Digitando
-0.06,-0.10,0.65,Digitando
-0.09,0.00,0.49,Digitando
-0.07,-0.06,0.52,Digitando
-0.02,0.02,0.86,Digitando
-0.08,-0.00,0.50,Digitando
-0.08,-0.24,0.53,Digitando
-0.10,-0.11,0.69,Digitando
-0.09,-0.07,0.55,Digitando
-0.06,-0.11,0.49,Digitando
-0.11,-0.20,0.54,Digitando
-0.05,-0.04,0.68,Digitando
-0.05,-0.09,0.52,Digitando
-0.08,-0.25,0.52,Digitando
-0.09,-0.19,0.54,Digitando
-0.07,-0.31,0.43,Digitando
-0.10,-0.35,0.53,Digitando
-0.06,-0.14,0.60,Digitando
-0.10,-0.19,0.50,Digitando
-0.07,-0.15,0.64,Digitando
-0.08,-0.12,0.41,Digitando
-0.11,-0.20,0.56,Digitando
-0.05,-0.26,0.65,Digitando
-0.08,-0.24,0.76,Digitando
-0.11,-0.11,0.58,Digitando
-0.11,-0.21,0.54,Digitando
-0.13,-0.16,0.47,Digitando
-0.09,-0.15,0.63,Digitando
-0.05,-0.10,0.70,Digitando
-0.08,-0.34,0.65,Digitando
-0.15,-0.05,0.49,Digitando
-0.16,-0.11,0.53,Digitando
-0.14,-0.19,0.62,Digitando
-0.11,-0.21,0.60,Digitando
-0.14,-0.19,0.62,Digitando
-0.10,-0.27,0.59,Digitando
-0.17,-0.01,0.53,Digitando
-0.08,-0.19,0.66,Digitando
-0.09,-0.21,0.42,Digitando
-0.15,-0.18,0.61,Digitando
-0.07,-0.22,0.52,Digitando
-0.10,-0.09,0.61,Digitando
-0.11,-0.16,0.55,Digitando
-0.10,-0.18,0.59,Digitando
-0.13,-0.17,0.57,Digitando
-0.11,-0.14,0.59,Digitando
-0.12,-0.24,0.58,Digitando
-0.10,-0.13,0.48,Digitando
-0.14,-0.22,0.50,Digitando
-0.13,-0.25,0.52,Digitando
-0.11,-0.25,0.58,Digitando
0.02,-0.25,1.09,Digitando
-0.07,-0.19,0.54,Digitando
-0.11,-0.16,0.52,Digitando
-0.16,-0.14,0.34,Digitando
-0.11,-0.19,0.44,Digitando
-0.09,-0.07,0.60,Digitando
-0.08,-0.35,0.50,Digitando
-0.16,-0.24,0.87,Digitando
-0.10,-0.19,0.61,Digitando
-0.09,-0.28,0.59,Digitando
-0.09,-0.19,0.56,Digitando
-0.12,-0.17,0.56,Digitando
-0.08,-0.15,0.51,Digitando
-0.05,-0.29,0.68,Digitando
-0.08,-0.19,0.63,Digitando
-0.10,-0.32,0.61,Digitando
-0.07,-0.32,0.43,Digitando
-0.10,-0.27,0.58,Digitando
-0.11,-0.19,0.52,Digitando
-0.05,-0.18,0.69,Digitando
-0.08,0.07,0.76,Digitando
-0.12,-0.22,0.47,Digitando
-0.10,-0.26,0.53,Digitando
-0.08,-0.09,0.48,Digitando
-0.10,-0.18,0.50,Digitando
-0.14,-0.03,0.41,Digitando
-0.05,-0.05,0.72,Digitando
-0.07,-0.27,0.66,Digitando
-0.12,-0.14,0.60,Digitando
-0.13,-0.33,0.53,Digitando
-0.12,-0.25,0.50,Digitando
-0.12,-0.29,0.54,Digitando
-0.09,-0.25,0.63,Digitando
-0.11,-0.12,0.54,Digitando
-0.07,-0.24,0.57,Digitando
-0.09,-0.21,0.55,Digitando
-0.07,-0.21,0.57,Digitando
-0.09,-0.14,0.62,Digitando
-0.12,-0.07,0.56,Digitando
-0.07,-0.21,0.49,Digitando
-0.04,-0.07,0.62,Digitando
-0.05,-0.16,0.62,Digitando
-0.09,-0.11,0.57,Digitando
-0.10,-0.14,0.54,Digitando
-0.11,-0.07,0.55,Digitando
-0.07,-0.12,0.65,Digitando
-0.14,-0.11,0.53,Digitando
-0.08,-0.15,0.62,Digitando
0.06,-0.68,0.89,Digitando
-0.26,-0.13,0.56,Digitando
-0.11,-0.26,0.57,Digitando
-0.11,-0.25,0.44,Digitando
-0.17,-0.19,0.47,Digitando
-0.07,-0.12,0.63,Digitando
-0.09,-0.14,0.56,Digitando
-0.04,-0.09,0.77,Digitando
-0.10,-0.09,0.47,Digitando
-0.03,-0.07,0.60,Digitando
-0.02,-0.14,0.58,Digitando
-0.04,-0.18,0.56,Digitando
-0.09,-0.14,0.48,Digitando
-0.06,-0.14,0.60,Digitando
-0.07,-0.20,0.47,Digitando
-0.08,-0.17,0.60,Digitando
-0.05,-0.11,0.60,Digitando
-0.09,-0.18,0.62,Digitando
-0.08,-0.08,0.54,Digitando
-0.04,-0.07,0.61,Digitando
-0.05,-0.14,0.62,Digitando
-0.08,-0.10,0.54,Digitando
-0.05,-0.10,0.61,Digitando
-0.07,-0.15,0.60,Digitando
-0.05,-0.10,0.73,Digitando
-0.07,-0.17,0.51,Digitando
-0.08,-0.04,0.51,Digitando
-0.09,0.03,0.49,Digitando
-0.05,-0.10,0.62,Digitando
-0.09,-0.03,0.58,Digitando
-0.08,-0.07,0.62,Digitando
-0.08,-0.12,0.57,Digitando
-0.07,-0.11,0.49,Digitando
-0.07,-0.13,0.56,Digitando
-0.06,-0.19,0.59,Digitando
-0.03,-0.05,0.66,Digitando
-0.03,0.09,0.47,Digitando
0.00,0.19,0.40,Digitando
0.03,0.06,0.68,Digitando
0.06,0.04,0.65,Digitando
0.06,0.17,0.63,Digitando
0.04,0.17,0.56,Digitando
0.04,0.13,0.55,Digitando
0.03,0.09,0.52,Digitando
0.06,0.09,0.60,Digitando
0.04,0.03,0.63,Digitando
0.03,0.07,0.59,Digitando
0.03,0.08,0.59,Digitando
0.01,0.04,0.49,Digitando
0.04,0.02,0.63,Digitando
0.01,0.09,0.59,Digitando
0.00,0.13,0.55,Digitando
0.01,-0.01,0.51,Digitando
0.01,-0.13,0.64,Digitando
-0.05,-0.06,0.65,Digitando
-0.02,-0.23,0.49,Digitando
-0.06,-0.09,0.48,Digitando
-0.04,0.01,0.51,Digitando
-0.08,-0.28,0.56,Digitando
-0.07,-0.13,0.47,Digitando
-0.11,0.08,0.56,Digitando
-0.09,0.05,0.48,Digitando
-0.12,-0.19,0.54,Digitando
-0.07,-0.09,0.37,Digitando
-0.12,-0.07,0.52,Digitando
-0.09,-0.11,0.52,Digitando
-0.09,-0.06,0.39,Digitando
-0.11,0.01,0.58,Digitando
-0.04,-0.20,0.63,Digitando
-0.14,-0.20,0.51,Digitando
-0.12,-0.25,0.69,Digitando
-0.10,-0.15,0.49,Digitando
-0.16,-0.11,0.51,Digitando
-0.10,-0.14,0.54,Digitando
-0.12,-0.10,0.44,Digitando
-0.06,-0.29,0.40,Digitando
-0.12,-0.13,0.48,Digitando
-0.05,-0.21,0.76,Digitando
-0.11,-0.23,0.51,Digitando
-0.12,-0.12,0.46,Digitando
-0.12,-0.25,0.62,Digitando
-0.10,-0.34,0.54,Digitando
-0.11,-0.12,0.51,Digitando
-0.10,-0.06,0.48,Digitando
-0.11,-0.09,0.62,Digitando
-0.08,-0.02,0.96,Digitando
-0.12,-0.17,0.57,Digitando
-0.09,-0.18,0.53,Digitando
-0.17,-0.11,0.75,Digitando
-0.05,-0.15,0.60,Digitando
-0.08,-0.14,0.51,Digitando
-0.11,-0.16,0.50,Digitando
0.00,-0.15,0.82,Digitando
-0.00,-0.26,0.94,Digitando
-0.10,-0.08,0.50,Digitando
-0.11,-0.02,0.30,Digitando
-0.11,-0.07,0.65,Digitando
-0.07,-0.08,0.82,Digitando
-0.14,0.03,0.65,Digitando
-0.09,0.07,0.35,Digitando
-0.04,-0.09,0.65,Digitando
-0.13,-0.14,0.60,Digitando
-0.05,-0.15,0.59,Digitando
-0.08,-0.07,0.51,Digitando
-0.01,-0.20,0.79,Digitando
-0.11,-0.16,0.61,Digitando
-0.10,-0.30,0.57,Digitando
-0.12,-0.09,0.61,Digitando
-0.11,-0.13,0.52,Digitando
-0.11,-0.00,0.73,Digitando
-0.09,-0.15,0.57,Digitando
-0.07,-0.11,0.54,Digitando
-0.10,-0.24,0.50,Digitando
-0.06,-0.27,0.59,Digitando
-0.06,-0.09,0.69,Digitando
-0.09,-0.15,0.63,Digitando
-0.08,-0.06,0.73,Digitando
-0.02,-0.14,0.80,Digitando
-0.09,-0.05,0.60,Digitando
-0.08,-0.15,0.57,Digitando
-0.10,-0.11,0.56,Digitando
-0.10,-0.01,0.42,Digitando
-0.12,-0.30,0.13,Digitando
-0.14,0.02,0.50,Digitando
-0.06,-0.21,0.35,Digitando
-0.10,0.01,0.61,Digitando
-0.04,-0.09,0.74,Digitando
-0.09,-0.10,0.59,Digitando
-0.08,-0.19,0.48,Digitando
-0.08,-0.19,0.54,Digitando
-0.07,-0.02,0.60,Digitando
-0.09,-0.17,0.44,Digitando
-0.06,-0.31,0.64,Digitando
-0.06,-0.19,0.55,Digitando
-0.04,-0.04,0.61,Digitando
-0.10,-0.20,0.47,Digitando
-0.08,-0.08,0.64,Digitando
-0.02,-0.29,0.72,Digitando
-0.04,-0.11,0.66,Digitando
-0.04,-0.02,0.65,Digitando
-0.02,-0.03,0.33,Digitando
-0.07,0.01,0.47,Digitando
-0.05,-0.25,0.54,Digitando
-0.06,-0.13,0.71,Digitando
-0.10,-0.16,0.61,Digitando
-0.10,-0.02,0.46,Digitando
-0.08,-0.17,0.43,Digitando
-0.09,-0.13,0.35,Digitando
-0.09,-0.26,0.44,Digitando
-0.02,-0.02,0.55,Digitando
-0.11,0.09,0.52,Digitando
-0.10,-0.21,0.50,Digitando
-0.08,-0.13,0.58,Digitando
-0.02,-0.40,0.77,Digitando
-0.19,0.16,0.31,Digitando
